"birthyr","gender4","educ","pid3","CC24_401","presvote","TS_g2024"
1959,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1952,1,3,"Not sure","I definitely voted in the November 2024 General Election.","Harris",1
1971,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1944,2,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1956,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1966,2,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1983,2,2,"Democrat","I did not vote in the election this November.",NA,-99
2004,1,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1981,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1954,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1951,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1947,1,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1981,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Trump",-99
1969,1,3,"Republican",NA,NA,0
1970,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1985,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1960,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1944,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1958,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1962,1,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
2000,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1997,1,2,"Independent",NA,NA,0
2005,1,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1956,1,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1967,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",0
1975,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1946,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1980,1,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1993,2,2,"Democrat",NA,NA,1
1971,1,3,"Independent",NA,NA,-99
1958,1,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1936,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1947,2,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1997,1,3,"Independent","I definitely voted in the November 2024 General Election.","Kennedy",0
1990,2,3,"Not sure",NA,NA,-99
1988,2,4,"Independent",NA,NA,-99
1991,2,2,"Democrat",NA,NA,-99
1962,2,2,"Other","I definitely voted in the November 2024 General Election.","Harris",1
1969,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
2006,1,2,"Democrat",NA,NA,-99
1972,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1952,2,4,"Independent","I definitely voted in the November 2024 General Election.","Stein",1
1977,2,2,"Democrat",NA,NA,0
1961,2,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1957,2,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1990,2,1,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1942,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1989,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1975,1,6,"Independent","I definitely voted in the November 2024 General Election.","Stein",1
2000,1,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1979,1,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",-99
1959,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",0
1950,1,5,"Independent",NA,NA,-99
1987,2,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
2003,2,3,"Democrat",NA,NA,0
1961,2,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",-99
1952,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1961,2,5,"Republican",NA,NA,1
1986,2,2,"Independent",NA,NA,-99
1973,1,2,"Independent","I did not vote in the election this November.",NA,0
1966,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
2002,2,2,"Not sure","I thought about voting this time – but didn't.",NA,-99
1958,2,2,"Republican",NA,NA,-99
1985,2,4,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1955,2,3,"Republican","I definitely voted in the November 2024 General Election.","Other",1
1953,2,4,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1953,1,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1958,1,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1947,2,4,"Independent",NA,NA,1
1951,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1966,1,4,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1999,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1953,2,3,"Democrat",NA,NA,1
1953,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1962,1,3,"Other","I definitely voted in the November 2024 General Election.","Harris",1
1951,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1966,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Trump",1
1952,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1984,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1981,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1977,1,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1975,1,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1979,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1977,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1965,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1987,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1984,2,3,"Independent","I definitely voted in the November 2024 General Election.","West",1
1955,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1997,2,2,"Other","I did not vote in the election this November.",NA,1
1954,1,2,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1997,1,5,"Independent",NA,NA,1
1958,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1960,1,3,"Other","I definitely voted in the November 2024 General Election.","Trump",1
1987,1,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1987,2,1,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1943,2,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
2000,2,6,"Not sure","I definitely voted in the November 2024 General Election.","Harris",1
2000,2,3,"Not sure","I attempted to vote but did not or could not.",NA,-99
1953,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1948,1,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1982,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
2004,2,3,"Democrat",NA,NA,1
1986,2,6,"Democrat",NA,NA,0
1995,1,4,"Independent","I definitely voted in the November 2024 General Election.","West",-99
1994,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1964,2,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1981,2,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1955,2,2,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1950,2,5,"Independent",NA,NA,1
1952,1,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1961,1,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",-99
1977,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1968,2,5,"Not sure","I definitely voted in the November 2024 General Election.","Trump",1
1959,2,2,"Independent","I definitely voted in the November 2024 General Election.","Kennedy",-99
1958,1,6,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1957,2,6,"Republican","I definitely voted in the November 2024 General Election.","Harris",1
1957,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1961,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1958,1,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1944,2,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1988,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1950,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1953,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1945,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1952,2,5,"Democrat",NA,NA,1
2003,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1964,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1947,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1945,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1964,1,1,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1981,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1954,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1946,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1964,2,5,"Republican","I definitely voted in the November 2024 General Election.","Harris",-99
1955,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1964,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1966,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1948,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1957,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
